BN/Registration Number	Charity Name	Charity Status	Effective Date of Status	Sanction	Designation code	Category code	Address	City	Province	Country	Postal Code/Zip Code	
851823971RR0001	THE WORLD VIETNAMESE BUDDHIST ORDER-DUC QUANG BUDDHIST CENTRE	Registered	2006-06-15		C	35	608 HAMILTON RD	LONDON	ON	CA	N5Z1S9	
835599549RR0001	THE WRIGHT PLACE - CHRISTIAN YOUTH CENTRE	Registered	2005-06-09		C	49	31 WAKEM COURT	WHITBY	ON	CA	L1P1T8	
824763122RR0001	THE WRITERS IN ELECTRONIC RESIDENCE FOUNDATION	Registered	2008-01-01		C	20	17 ELMER AVE	TORONTO	ON	CA	M4L3R6	
105261341RR0001	THE WRITERS' UNION OF CANADA	Registered	1995-04-01		C	81	600 - 460 RICHMOND ST W	TORONTO	ON	CA	M5V1Y1	
866249592RR0001	THE WYATT FOUNDATION TRUST	Registered	2001-07-16		B	05	380 WELLINGTON ST, 12TH FLR	LONDON	ON	CA	N6A5B5	
890556343RR0001	THE WYCHWOOD PARK HISTORICAL SOCIETY	Registered	1990-10-01		C	50	44 WYCHWOOD PK	TORONTO	ON	CA	M6G2V5	
863928073RR0001	THE YAKAR CHARITABLE FOUNDATION	Registered	2004-05-03		B	05	1 YORKDALE ROAD               SUITE 602	TORONTO	ON	CA	M6A3A1	
119305472RR0001	THE YAO TRUST	Registered	1977-04-14		C	21	49 CASTLE FRANK RD	TORONTO	ON	CA	M4W2Z5	
869487173RR0001	THE YEBON PRESBYTERIAN CHURCH	Registered	2000-01-01		C	39	4258 BLOOR ST W	ETOBICOKE	ON	CA	M9C1Z7	
854829520RR0001	THE YELLOW BUS FOUNDATION	Registered	2006-06-24		A	03	3400 - 130 ADELAIDE ST W	TORONTO	ON	CA	M5H3P5	
866949944RR0001	THE YM INC CHARITABLE FOUNDATION	Registered	1999-10-01		B	03	50 DUFFLAW ROAD	TORONTO	ON	CA	M6A2W1	
119306181RR0001	THE YONGE STREET MISSION	Registered	1967-01-01		C	47	306 GERRARD ST EAST	TORONTO	ON	CA	M5A2G7	
129995817RR0001	THE YORK CENTRE FOR CHILDREN, YOUTH & FAMILIES	Registered	1976-07-07		C	21	11225 LESLIE ST	RICHMOND HILL	ON	CA	L4S1N5	
108226242RR0001	THE YORK SCHOOL	Registered	1976-01-01		C	20	1320 YONGE ST	TORONTO	ON	CA	M4T1X2	
137208906RR0001	THE YORK UNIVERSITY STUDENT CENTRE CHILDCARE	Registered	1991-05-01		C	01	201-4700 KEELE ST	NORTH YORK	ON	CA	M3J1P3	
130913866RR0001	THE YORKMINSTRELS	Registered	1986-02-01		C	22	94 PARK HOME AVE	TORONTO	ON	CA	M2N1W8	
860353960RR0001	THE YOUNG FAMILY FOUNDATION	Registered	2006-04-12		B	05	130 KING ST. W 20TH FL.       BOX 430 FIRST CANADIAN PLACE	TORONTO	ON	CA	M5X1K1	
119307098RR0001	THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF CAMBRIDGE, ONTARIO	Registered	1967-01-01		C	49	250 HESPELER RD	CAMBRIDGE	ON	CA	N1R3H3	
121935274RR0001	THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF SAULT STE MARIE	Registered	1967-01-01		C	49	235 MCNABB ST	SAULT STE MARIE	ON	CA	P6B1Y3	
888789393RR0001	THE YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF CANADA	Registered	1967-01-01		C	49	104 EDWARD ST.	TORONTO	ON	CA	M5G0A7	
871187092RR0001	THE YOUSSEF-WARREN FOUNDATION	Registered	1997-12-03		B	03	3227 APPOLLO RD	BURLINGTON	ON	CA	L7M2M7	
898609490RR0001	THE YOUTH CONNECTION ASSOCIATION FOR ALCOHOL AND SUBSTANCE ABUSE PREVENTION	Registered	1994-11-28		C	57	1093 ST PAUL AVENUE	WINDSOR	ON	CA	N8S4V3	
868867573RR0001	THE YOUTHDALE TREATMENT CENTRES FOUNDATION	Registered	2001-01-01		C	13	227 VICTORIA STREET	TORONTO	ON	CA	M5B1T8	
139697023RR0001	THE ZETA PSI FOUNDATION OF CANADA	Registered	1976-01-01		C	23	2300 YONGE ST                 PO BOX 67063	TORONTO	ON	CA	M4P1E4	
874784812RR0001	THE 1ST HUSSARS CAVALRY FUND	Registered	2001-12-04		C	50	1ST HUSSARS CAVALRY FUND      701 OXFORD ST E.	LONDON	ON	CA	N5Y4T7	
119310464RR0001	THE 3 C'S REINTRODUCTION CENTRE	Registered	1975-01-01		C	57	226 DOG LAKE ROAD	THUNDER BAY	ON	CA	P7G2G2	
108104878RR0001	THE 404 TOWN HOUSE SARNIA INC.	Registered	1971-03-02		C	01	180 COLLEGE AVE N             LOWER LEVEL	SARNIA	ON	CA	N7T7X2	
860799568RR0001	THE 78TH FRASER HIGHLANDERS - FORT CONESTOGA	Registered	2006-05-18		C	50	22-500 FAIRWAY RD. S          SUITE 199	KITCHENER	ON	CA	N2L1Y3	
889259263RR0001	THE 78TH FRASER HIGHLANDERS-YORK	Registered	1982-01-01		C	22	520-65 QUEEN ST W	TORONTO	ON	CA	M5H2M5	
868938952RR0001	THEATRE ANCASTER	Registered	2001-01-13		C	22	89 SUNNYRIDGE RD	JERSEYVILLE	ON	CA	L0R1R0	
119213957RR0001	THEATRE AQUARIUS INCORPORATED	Registered	1973-09-26		C	22	190 KING WILLIAM STREET	HAMILTON	ON	CA	L8R1A8	
139906275RR0001	THEATRE ASYLUM	Registered	1989-05-01		C	50	172A BALDWIN ST.	TORONTO	ON	CA	M5T1L8	
869159145RR0001	THEATRE AURORA	Registered	2004-06-07		C	22	150 HENDERSON DRIVE           P. O. BOX 28532	AURORA	ON	CA	L4G6S6	
119213999RR0001	THEATRE BEYOND WORDS	Registered	1977-07-01		C	22	19 TREMONT DR	ST CATHARINES	ON	CA	L2T3A7	
893800870RR0001	THEATRE CAMBRIAN	Registered	1995-04-01		C	22	40 EYRE ST.	SUDBURY	ON	CA	P3E4A5	
886669993RR0001	THEATRE COLLINGWOOD ASSOCIATION INC	Registered	1984-04-09		C	22	104 - 115 HURONTARIO ST	COLLINGWOOD	ON	CA	L9Y2L9	
124105727RR0001	THEATRE COLUMBUS	Registered	1986-08-01		C	22	16 RYERSON AVENUE	TORONTO	ON	CA	M5T2P3	
119214146RR0001	THEATRE DIRECT CANADA	Registered	1977-01-01		C	22	304 - 51 WOLSELEY ST	TORONTO	ON	CA	M5T1A4	
105194682RR0001	THEATRE DU TRILLIUM INC.	Registered	1985-04-01		C	22	5 - 109 MURRAY ST	OTTAWA	ON	CA	K1N5M5	
888662798RR0001	THEATRE GARGANTUA INC.	Registered	1994-01-01		C	22	651 DUFFERIN STREET	TORONTO	ON	CA	M6K2B2	
137772406RR0001	THEATRE LA CATAPULTE	Registered	1999-07-01		C	22	124 AVENUE KING EDWARD        BUREAU 4	OTTAWA	ON	CA	K1N7L1	
119214278RR0001	THEATRE LONDON	Registered	1967-01-01		C	22	471 RICHMOND STREET	LONDON	ON	CA	N6A3E4	
119214260RR0001	THEATRE LONDON FOUNDATION	Registered	1978-07-01		A	22	471 RICHMOND STREET	LONDON	ON	CA	N6A3E4	
865796833RR0001	THEATRE NIGHT IN MERRICKVILLE	Registered	2000-06-01		C	22	BOX 177	MERRICKVILLE	ON	CA	K0G1N0	
819267931RR0001	THEATRE OF THE BEAT INC.	Registered	2016-01-01		C	22	PO BOX 1477 STN MAIN	STOUFFVILLE	ON	CA	L4A8A4	
119214328RR0001	THEATRE ONTARIO	Registered	1971-10-01		C	22	350-401 RICHMOND ST. W.	TORONTO	ON	CA	M5V3A8	
138695705RR0001	THEATRE ORANGEVILLE	Registered	1994-01-01		C	22	87 BROADWAY AVE	ORANGEVILLE	ON	CA	L9W1K1	
119214344RR0001	THEATRE PASSE MURAILLE	Registered	1971-09-01		C	22	16 RYERSON AVE	TORONTO	ON	CA	M5T2P3	
860189299RR0001	THEATRE RUSTICLE INC.	Registered	2005-03-21		C	22	121 1/2 RUSHOLME ROAD #2	TORONTO	ON	CA	M6H2Y6	
134273754RR0001	THEATRE SARNIA	Registered	1991-06-01		C	22	PO BOX 43 STN MAIN	SARNIA	ON	CA	N7T7H8	
831631676RR0001	THEATRE SMASH	Registered	2006-01-01		C	22	31 ADELAIDE ST E              PO BOX 1136	TORONTO	ON	CA	M5C2K5	
119214427RR0001	THEATRE SMITH-GILMOUR	Registered	1985-01-01		C	22	301 - 15 CASE GOODS LANE	TORONTO	ON	CA	M5A3C4	
119214450RR0001	THEATRE TILLSONBURG	Registered	1986-11-12		C	22	PO BOX 64 STN MAIN	TILLSONBURG	ON	CA	N4G4H3	
842372872RR0001	THEATRE UNLIMITED PERFORMING ARTS	Registered	2006-09-14		C	22	6124 WABUKAYNE CRT	MISSISSAUGA	ON	CA	L5N2B2	
119214476RR0001	THEATRE WINDSOR "A THEATRE FOR EVERYONE"	Registered	1985-07-14		C	22	492 JANETTE AVE	WINDSOR	ON	CA	N9A4Z5	
119213932RR0001	THEATRE-ACTION	Registered	1976-04-29		C	22	203-255 CHEMIN MONTREAL	VANIER	ON	CA	K1L6C4	
888183217RR0001	THEATREFRONT INC.	Registered	2001-03-01		C	22	310 - 15 CASE GOODS LANE	TORONTO	ON	CA	M5A3C4	
138852116RR0001	THEATREWORKS PRODUCTIONS OF TORONTO	Registered	1985-07-01		C	22	303 - 51 TROLLEY CRES	TORONTO	ON	CA	M5A0E9	
889728846RR0001	THEDFORD PASTORAL CHARGE	Registered	1967-01-01		C	44	8544 LAKESHORE RD             RR 1	THEDFORD	ON	CA	N0M2N0	
869509554RR0001	THEMUSEUM of Ideas Transcending Objects	Registered	1999-01-01		C	50	10 KING ST W	KITCHENER	ON	CA	N2G1A3	
119248458RR0001	THEOLOGICAL COLLEGE OF THE CANADIAN REFORMED CHURCHES	Registered	1972-01-01		C	20	110 WEST 27TH ST	HAMILTON	ON	CA	L9C5A1	
895619419RR0001	THEOS INTERNATIONAL MINISTRIES	Registered	2001-01-01		C	39	103 DARIUS HARNS DRIDE	BROOKLIN	ON	CA	L1M2G2	
119249175RR0001	THEOSOPHICAL ASSOCIATES OF LONDON	Registered	1967-01-01		C	49	799 ADELAIDE STREET	LONDON	ON	CA	N5Y2L8	
865359350RR0001	THERAPEUTIC PAWS OF CANADA	Registered	2003-05-09		C	56	2886 FRONT ROAD	HAWKESBURY	ON	CA	K6A2R2	
866749674RR0001	THERAPEUTIC RIDE ALGOMA	Registered	1999-04-01		C	56	2627 SECOND LINE WEST	PRINCE TWP	ON	CA	P6A6K4	
119473262RR0001	THERAPEUTIC RIDING ASSOCIATION OF OTTAWA-CARLETON INC.	Registered	1975-04-01		C	11	6362-1 BANK ST	GREELY	ON	CA	K4P1J4	
893242768RR0001	THERAVADA BUDDHIST COMMUNITY	Registered	1994-01-01		C	35	1402 - 21 VAUGHAN RD	TORONTO	ON	CA	M6G2N2	
834048522RR0001	THESSALON BIBLE CHAPEL	Registered	1967-01-01		C	39	P.O. BOX 84	THESSALON	ON	CA	P0R1L0	
119257251RR0001	THESSALON CHURCH OF CHRIST	Registered	1967-01-01		C	39	P.O.BOX 708                   8 ALBERT STREET	THESSALON	ON	CA	P0R1L0	
119257269RR0001	THESSALON PASTORAL CHARGE,	Registered	1967-01-01		C	44	BOX 340	THESSALON	ON	CA	P0R1L0	
119257277RR0001	THESSALON TOWNSHIP HERITAGE ASSOCIATION	Registered	1978-03-10		C	52	BOX 425	THESSALON	ON	CA	P0R1L0	
119263176RR0001	THICKSON'S WOODS HERITAGE FOUNDATION	Registered	1984-04-16		C	52	36 CENTRE STEELE	BROOKLIN	ON	CA	L1M1C1	
887369486RR0001	THIRD DAY WORSHIP CENTRE	Registered	1997-04-10		C	38	999 SYDENHAM RD	KINGSTON	ON	CA	K7M3L8	
865216758RR0001	THIRD WALL THEATRE COMPANY	Registered	2004-11-12		C	22	2 DALY AVENUE                 SUITE 200	OTTAWA	ON	CA	K1N6E2	
862550886RR0001	THIRD WORLD AWARENESS	Registered	2003-02-03		C	01	71 CHERRYWOOD AVE	TORONTO	ON	CA	M6C2X4	
119263309RR0001	THIRTEEN STRINGS CHAMBER ORCHESTRA INC.	Registered	1982-07-01		C	22	PO BOX 74051 RPO BEECHWOOD    BEECHWOOD POSTAL OUTLET	OTTAWA	ON	CA	K1M2H9	
874599400RR0001	THIRTEENTH (XIII) REGIMENT FOUNDATION	Registered	2004-01-01		C	52	2 CHARLES ST.	STONEY CREEK	ON	CA	L8G1V4	
119263317RR0001	THISTLETOWN BAPTIST CHURCH,	Registered	1967-01-01		C	31	2534 KIPLING AVE.	ETOBICOKE	ON	CA	M9V3A9	
867056467RR0001	THOMAS A STEWART SECONDARY SCHOOL SCHOLARSHIP FOUNDATION INC	Registered	2000-01-01		C	21	P.O. BOX 562	PETERBOROUGH	ON	CA	K9J6Z6	
119263382RR0001	THOMASBURG UNITED CHURCH	Registered	1967-01-01		C	44	R.R. #1, 663 ESKER RD.	THOMASBURG	ON	CA	K0K3H0	
854055241RR0001	THOPAGA FOUNDATION	Registered	2004-01-01		C	35	PO BOX 51041 RPO MILTON       75 NIPISSING ROAD	MILTON	ON	CA	L9T2P2	
108107343RR0001	THORNCLIFFE NEIGHBOURHOOD OFFICE	Registered	1989-01-01		C	59	18 THORNCLIFFE PARK DR	TORONTO	ON	CA	M4H1N7	
863411260RR0001	THORNCLIFFE PARK CHRISTIAN CHURCH	Registered	2002-01-01		C	39	52 CEDARHURST DR	RICHMOND HILL	ON	CA	L4S1B5	
131882607RR0001	THORNCLIFFE PARK UNITED CHURCH	Registered	1967-01-01		C	44	16 THORNCLIFFE PARK DRIVE	TORONTO	ON	CA	M4H1H4	
119263671RR0001	THORNDALE LIONS MEDICAL CENTRE TRUST	Registered	1987-01-30		C	15	BOX 67	THORNDALE	ON	CA	N0M2P0	
130374549RR0001	THORNDALE PASTORAL CHARGE	Registered	1967-01-01		C	44	PO BOX 126	THORNDALE	ON	CA	N0M2P0	
122955370RR0001	THORNELOE UNIVERSITY	Registered	1967-01-01		C	20	935 RAMSEY LAKE ROAD	SUDBURY	ON	CA	P3E2C6	
108107574RR0001	THORNHILL BAPTIST CHURCH	Registered	1992-01-01		C	31	8018 YONGE ST	THORNHILL	ON	CA	L4J1W3	
888465069RR0001	THORNHILL COMMUNITY BAND	Registered	1994-01-11		C	22	15 CYPRESS POINT COURT	THORNHILL	ON	CA	L3T1V6	
140800897RR0001	THORNHILL DISTRICT LIONS CLUB CHARITABLE TRUST	Registered	1986-09-13		A	65	PO BOX 53045 RPO ROYAL ORCHARD	THORNHILL	ON	CA	L3T7R9	
873961965RR0001	THORNHILL HEBREW SCHOOL	Registered	1997-09-01		C	20	814-2 NEPTUNE DRIVE	TORONTO	ON	CA	M6A3E6	
119288918RR0369	THORNHILL ONTARIO CONGREGATION OF JEHOVAH'S WITNESSES	Registered	1977-01-01		C	61	335 16TH AVENUE	RICHMOND HILL	ON	CA	L4C7A6	
818934291RR0001	THORNHILL OUTDOOR EDUCATION CAMPUS	Registered	2009-11-10		C	20	7015 LESLIE ST	THORNHILL	ON	CA	L3T6L6	
898312731RR0001	THORNHILL UNITED CHURCH	Registered	1967-01-01		C	44	25 ELGIN ST	THORNHILL	ON	CA	L3T1W5	
108107699RR0001	THORNLOE CROSSROADS BAPTIST CHURCH	Registered	1967-01-01		C	31	BOX 48	THORNLOE	ON	CA	P0J1S0	
108107814RR0001	THOROLD CO-OPERATIVE NURSERY SCHOOL INC.	Registered	1980-07-01		C	20	36 ST. CHARLES AVENUE	THOROLD	ON	CA	L2V2W4	
108107780RR0001	THOROLD COMMUNITY ACTIVITIES GROUP	Registered	1982-01-13		C	56	131 RICHMOND ST	THOROLD	ON	CA	L2V3H3	
119263838RR0001	THOROLD PUBLIC LIBRARY BOARD	Registered	1977-01-01		C	50	14 ORMOND ST N	THOROLD	ON	CA	L2V1Y8	
871095956RR0001	THOROLD SANTA CLAUS PARADE COMMITTEE	Registered	2002-05-22		C	09	3540 SCHMON PARKWAY           PO BOX 1044 THOROLD CITY HALL	THOROLD	ON	CA	L2V4A7	
119263853RR0001	THOROLD SOUTH GOSPEL CHAPEL,	Registered	1967-01-01		C	39	319 DAVIS STREET	THOROLD	ON	CA	L2V1G2	
888412269RR0001	THOUSAND AND ONE CLUB CHARITABLE TRUST	Registered	1969-01-21		A	05	25 SHIREFIELD LANE	NEW HAMBURG	ON	CA	N3A4L8	
892059049RR0001	THOUSAND ISLANDS ASSOCIATION FOR THE PRESERVATION OF RIVER QUALITY INC	Registered	1989-01-01		C	56	PO BOX 274	GANANOQUE	ON	CA	K7G2T8	
119263903RR0001	THOUSAND ISLANDS BAPTIST CHURCH,	Registered	1967-01-01		C	31	PO BOX 1356	BROCKVILLE	ON	CA	K6V5Y6	
825536980RR0001	THOUSAND ISLANDS BOAT MUSEUM	Registered	1993-07-31		C	50	125 WATER ST	GANANOQUE	ON	CA	K7G3E3	
119288918RR0751	THOUSAND ISLANDS CONGREGATION OF JEHOVAH'S WITNESSES	Registered	1989-04-01		C	61	405-44 CETNRAL AVENUE EAST	BROCKVILLE	ON	CA	K6V1W6	
888156247RR0001	THOUSAND ISLANDS FOUNDATION FOR THE PERFORMING ARTS	Registered	1983-11-17		C	22	P.O. BOX 241	GANANOQUE	ON	CA	K7G2T8	
886770999RR0001	THREE AND TWO ARE ONE INC	Registered	1980-06-02		C	49	1053 EAGLE LAKE RD            BOX 67	WEST GUILFORD	ON	CA	K0M2S0	
119263945RR0001	THREE CENTURIES FESTIVAL	Registered	1979-11-06		C	22	9 MILL ST E	ELORA	ON	CA	N0B1S0	
892537085RR0001	THREE FISHES CHRISTIAN ELEMENTARY SCHOOL	Registered	1997-09-01		C	20	105A WEXFORD BLVD.	SCARBOROUGH	ON	CA	M1R1L7	
108108119RR0001	THREE OAKS FOUNDATION	Registered	1983-04-01		C	09	PO BOX 22162                  RPO BELLEVILLE CTR	BELLEVILLE	ON	CA	K8N5V7	
870122504RR0001	THREE RIVERS KIDS FOUNDATION	Registered	2004-01-01		C	09	1531 KENMUIR AVENUE	MISSISSAUGA	ON	CA	L5G4B6	
119264034RR0001	THREE TRILLIUMS COMMUNITY PLACE INCORPORATED	Registered	1979-05-01		C	01	25 ELM STREET  SUITE 404	TORONTO	ON	CA	M5G2G5	
892678962RR0001	THREE VALLEYS COMMUNITY SCHOOL ASSOCIATION	Registered	1996-09-16		C	21	76 THREE VALLEYS DRIVE	NORTH YORK	ON	CA	M3A3B7	
106905482RR0001	THREE WILLOWS UNITED CHURCH	Registered	1967-01-01		C	44	577 WILLOW RD	GUELPH	ON	CA	N1H7H3	
805246741RR0001	THREE-FOLD MINISTRIES	Registered	2006-03-31		C	47	393 FORESTLAWN RD	WATERLOO	ON	CA	N2K2J5	
875130619RR0001	THRESHOLD SCHOOL OF BUILDING	Registered	2001-08-15		C	20	110 CATHARINE STREET NORTH	HAMILTON	ON	CA	L8R1J4	
846280956RR0001	THRESHOLD THEATRE GROUP OF KINGSTON	Registered	1987-09-01		C	22	109 ATLAS AVE	TORONTO	ON	CA	M6C3P2	
893261727RR0001	THRIVE Child and Youth Trauma Services	Registered	1987-12-17		C	09	P.O. BOX 5189, LCD 1	HAMILTON	ON	CA	L8L8G1	
872143904RR0001	THRONE OF GRACE-REDEEMED CHRISTIAN CHURCH OF GOD	Registered	2004-01-23		C	39	405 VICTORIA AVE	WINDSOR	ON	CA	N9A4N1	
119264059RR0001	THRU THE BIBLE RADIO NETWORK	Registered	1983-01-14		C	47	PO BOX 25325	LONDON	ON	CA	N6C6B1	
107797383RR0031	THUNDER BAY ADVENTIST ACADEMY	Registered	1995-09-01		C	41	1110 KING STREET EAST	OSHAWA	ON	CA	L1H1H8	
893657007RR0001	THUNDER BAY AND AREA VICTIM SERVICES	Registered	2003-05-10		C	59	1200 BALMORAL STREET	THUNDER BAY	ON	CA	P7B5Z5	
894330273RR0001	THUNDER BAY AND DISTRICT HUMANE SOCIETY	Registered	1995-01-01		C	54	1535 ROSSLYN RD	THUNDER BAY	ON	CA	P7E6W2	
119264075RR0001	THUNDER BAY BOYS' AND GIRLS' CLUB	Registered	1973-01-01		C	09	270 WINDSOR ST	THUNDER BAY	ON	CA	P7B1V6	
119264091RR0001	THUNDER BAY CHILDREN'S SERVICES FOUNDATION	Registered	1986-01-01		A	03	1110 JADE COURT	THUNDER BAY	ON	CA	P7B6M7	
119264109RR0001	THUNDER BAY CHINESE-CANADIAN ASSOCIATION	Registered	1981-10-01		C	22	P.O. 10076	THUNDER BAY	ON	CA	P7B6T6	
119264117RR0001	THUNDER BAY CHRISTIAN SCHOOL SOCIETY	Registered	1967-01-01		C	20	3327 HIGHWAY 61	SLATE RIVER	ON	CA	P7J0G9	
131691792RR0001	THUNDER BAY CHRISTMAS CHEER FUND	Registered	1969-11-18		C	09	PO BOX 10297	THUNDER BAY	ON	CA	P7B6T7	
877262675RR0001	THUNDER BAY COMMUNITY AUDITORIUM FOUNDATION	Registered	2001-01-01		A	03	1100 MEMORIAL AVENUE          PO BOX 373	THUNDER BAY	ON	CA	P7B4A3	
119264133RR0001	THUNDER BAY COMMUNITY AUDITORIUM INC	Registered	1977-01-01		C	22	1 PAUL SHAFFER DRIVE	THUNDER BAY	ON	CA	P7B6C7	
119264224RR0001	THUNDER BAY COMMUNITY FOUNDATION	Registered	1971-12-03		A	19	101 NORTH SYNDICATE AVENUE    SUITE 312	THUNDER BAY	ON	CA	P7C3V4	
108108432RR0001	THUNDER BAY COUNSELLING CENTRE	Registered	1982-01-01		C	09	544 WINNIPEG AVENUE	THUNDER BAY	ON	CA	P7B3S7	
890539042RR0001	THUNDER BAY DRUG AWARENESS COMMITEE	Registered	1991-04-22		C	09	807 HUDSON AVE	THUNDER BAY	ON	CA	P7A6J3	
119264190RR0001	THUNDER BAY EMERGENCY SHELTER INC.	Registered	1982-01-01		C	01	420 GEORGE STREET	THUNDER BAY	ON	CA	P7E5Y8	
802634865RR0001	THUNDER BAY FAMILY NETWORK	Registered	2011-04-01		C	09	210 - 1205 AMBER DR	THUNDER BAY	ON	CA	P7B6M4	
119264216RR0001	THUNDER BAY FIELD NATURALISTS CLUB	Registered	1972-10-23		C	52	PO BOX 10037	THUNDER BAY	ON	CA	P7B6T6	
892109778RR0001	THUNDER BAY FINNISH LANGUAGE SCHOOL/THUNDER BAYN SUOMEN KIELEN KOULU	Registered	1992-06-01		C	20	314 BAY ST	THUNDER BAY	ON	CA	P7B1S1	
891450181RR0001	THUNDER BAY FOOD BANK INC	Registered	1991-01-01		C	09	129 MILES STREET E	THUNDER BAY	ON	CA	P7C1J5	
107406316RR0031	THUNDER BAY FREE METHODIST CHURCH	Registered	1996-11-09		C	39	920 SPRAGUE ST	THUNDER BAY	ON	CA	P7E1V7	
131689143RR0001	THUNDER BAY LITERACY GROUP	Registered	1990-09-01		C	09	PO BOX 10508	THUNDER BAY	ON	CA	P7B6T9	
893257139RR0001	THUNDER BAY MUSLIM RELIGIOUS ASSOCIATION	Registered	1999-11-27		C	60	591 JOHN STREET	THUNDER BAY	ON	CA	P7B1Y5	
119264174RR0018	THUNDER BAY NATIVE APOSTOLATE	Registered	1988-01-01		C	38	451 SYNDICATE AVENUE NORTH	THUNDER BAY	ON	CA	P7C3W9	
896100658RR0001	THUNDER BAY REGIONAL HEALTH SCIENCES CENTRE	Registered	1969-01-01		C	10	980 OLIVER ROAD	THUNDER BAY	ON	CA	P7B6V4	
888314648RR0001	THUNDER BAY REGIONAL HEALTH SCIENCES FOUNDATION	Registered	1985-04-01		A	13	980 OLIVER ROAD	THUNDER BAY	ON	CA	P7B6V4	
859861460RR0001	THUNDER BAY SAFE COMMUNITIES	Registered	2003-04-09		C	59	426 BALMORAL ST	THUNDER BAY	ON	CA	P7C5G8	
107797383RR0019	THUNDER BAY SEVENTH-DAY ADVENTIST CHURCH	Registered	1970-07-01		C	41	1770 OLIVER RD	THUNDER BAY	ON	CA	P7G1K6	
105278352RR0001	THUNDER BAY SEXUAL ASSAULT/SEXUAL ABUSE COUNSELLING AND CRISIS CENTRE	Registered	1983-01-30		C	09	385 MOONEY ST	THUNDER BAY	ON	CA	P7B5L5	
119264323RR0001	THUNDER BAY SOCIETY OF BALLET AND DANCE	Registered	1980-10-01		C	22	418 VICTORIA AVE W	THUNDER BAY	ON	CA	P7C1G7	
119264331RR0001	THUNDER BAY SYMPHONY ORCHESTRA ASSOCIATION INC.	Registered	1967-01-01		C	22	P.O.BOX 29192	THUNDER BAY	ON	CA	P7B6P9	
891775918RR0001	THUNDER BAY SYMPHONY YOUTH ORCHESTRA ASSOCIATION	Registered	2001-01-01		C	22	701-1184 ROLAND ST.	THUNDER BAY	ON	CA	P7B5M4	
140614504RR0001	THUNDER BAY THERAPEUTIC RIDING ASSOCIATION	Registered	1990-07-01		C	56	PO BOX 10583	THUNDER BAY	ON	CA	P7B6T9	
887271393RR0001	THUNDER BAY UNITED CHURCH CAMPS, INCORPORATED	Registered	2012-06-12		C	56	234 MCCOMBER CRES	THUNDER BAY	ON	CA	P7A7E8	
108108630RR0001	THUNDER BAY UNITED PENTECOSTAL CHURCH	Registered	1979-06-20		C	39	376 HALLAM ST	THUNDER BAY	ON	CA	P7A1M3	
867099848RR0001	THUNDER BAY WEAVERS & SPINNERS GUILD	Registered	2000-01-01		C	22	RR 2-732 RIVER ROAD	KAMINISTIQUIA	ON	CA	P0T1X0	
806702353RR0001	THUNDER PLACE - LIVINGWELL HEALING ROOMS	Registered	2008-05-06		C	49	212 CAMELOT STREET	THUNDER BAY	ON	CA	P7A4B1	
888016698RR0001	THUNDERBAY BREASTFEEDING COALITION	Registered	1997-01-01		C	11	625 REGINA AVE	THUNDER BAY	ON	CA	P7B5C3	
863069464RR0001	THYROID CANCER CANADA/CANCER DE LA THYROIDE CANADA	Registered	2003-07-07		C	11	308 MAIN ST	TORONTO	ON	CA	M4C4X7	
136143120RR0001	TI AGIA MARIA AND ST DEMIANA THE MARTYR COPTIC ORTHODOX CHURCH OF MISSISSAUGA	Registered	1991-01-01		C	39	87 ELMHURST DR.	ETOBICOKE	ON	CA	M9W2J8	
869347740RR0001	TIANG LIANG MAITREYA BUDDHA TEMPLE	Registered	2007-01-01		C	35	2665 MIDLAND AVENUE	TORONTO	ON	CA	M1S1R8	
866263320RR0001	TIFERES BAIS YAAKOV	Registered	2000-05-11		C	20	85 STORMOUNT AVE	TORONTO	ON	CA	M5N2C3	
848990412RR0001	TIFERET ISRAEL CONGREGATION	Registered	1981-01-01		C	42	756 SHEPPARD AVENUE WEST	TORONTO	ON	CA	M3H2S8	
119264505RR0001	TIFERETH CHARITABLE FOUNDATION	Registered	1979-09-01		C	29	109 TANGREEN CIRCLE	THORNHILL	ON	CA	L4J5C9	
865122493RR0001	TIGER PRINCESS DANCE PROJECTS	Registered	2000-07-01		C	22	476 PARLIAMENT STREET         SECOND FLOOR	TORONTO	ON	CA	M4X1P2	
130005648RR0001	TIKINAGAN CHILD AND FAMILY SERVICES	Registered	2002-12-20		C	01	63 KING STREET                P. O. BOX 627	SIOUX LOOKOUT	ON	CA	P8T1B1	
864065396RR0001	TIKUN OLAM FOUNDATION	Registered	2002-05-31		A	03	5444 YONGE ST SUITE #2112	TORONTO	ON	CA	M2N6J4	
119264596RR0001	TILBURY & DISTRICT SENIOR ADULTS CENTRE ASSOCIATION	Registered	1976-01-01		C	09	BOX 1133                      10 CANAL STREET	TILBURY	ON	CA	N0P2L0	
119264588RR0001	TILBURY COMBER ST GEORGES CEMETERY BOARD	Registered	1983-01-01		C	59	PO BOX 13	COMBER	ON	CA	N0P1J0	
108109307RR0001	TILBURY REGULAR BAPTIST CHURCH	Registered	1967-01-01		C	31	PO BOX 2200	TILBURY	ON	CA	N0P2L0	
