BN/Registration Number	Charity Name	Charity Status	Effective Date of Status	Sanction	Designation code	Category code	Address	City	Province	Country	Postal Code/Zip Code	
899127526RR0001	MISSISSAUGA HUMANE SOCIETY	Registered	1999-02-17		C	54	PO BOX 152                    3353 CREDIT WOODLANDS	MISSISSAUGA	ON	CA	L5C2K1	
871721163RR0001	MISSISSAUGA INTERNATIONAL BAPTIST CHURCH	Registered	1998-01-01		C	31	3415 ETUDE DR	MISSISSAUGA	ON	CA	L4T1T5	
107707333RR0001	MISSISSAUGA ITALIAN CANADIAN BENEVOLENT ASSOCIATION	Registered	1986-05-06		C	09	113-195 FORUM DR	MISSISSAUGA	ON	CA	L4Z3M5	
129921128RR0001	MISSISSAUGA MENNONITE FELLOWSHIP	Registered	1982-11-26		C	34	PO BOX 26012 RPO CHURCHILL	MISSISSAUGA	ON	CA	L5L5W7	
818225476RR0001	MISSISSAUGA MISSION CHURCH MINISTRIES	Registered	2006-01-01		C	47	2029 LORELEI ROAD	MISSISSAUGA	ON	CA	L5A1C1	
864213350RR0001	MISSISSAUGA MUSLIM COMMUNITY CENTRE	Registered	2004-12-19		C	60	2505 DIXIE ROAD	MISSISSAUGA	ON	CA	L4Y2A1	
119043669RR0001	MISSISSAUGA PLAYERS THEATRE GROUP	Registered	1983-08-01		C	22	321 LAKESHORE ROAD WEST       P.O. BOX 59552	MISSISSAUGA	ON	CA	L5H1G8	
107797383RR0041	MISSISSAUGA SEVENTH-DAY ADVENTIST CHURCH	Registered	1974-01-05		C	41	2250 CREDIT VALLEY RD	MISSISSAUGA	ON	CA	L5M4L9	
899044655RR0001	MISSISSAUGA SOUTHERN CHINESE BAPTIST CHURCH	Registered	1995-06-02		C	31	1550 SOUTH GATEWAY ROAD       UNIT 325	MISSISSAUGA	ON	CA	L4W5G6	
876973629RR0001	MISSISSAUGA VICTORY CHURCH INC.	Registered	1999-01-01		C	39	2900 ARGENTIA RD              UNIT 20	MISSISSAUGA	ON	CA	L5N7X9	
119043693RR0001	MISSISSAUGA VIETNAMESE EVANGELICAL CHURCH (HOI THANH TIN LANH VIET NAM) OF THE CHRISTIAN AND MISSIONARY ALLIANCE IN CANADA	Registered	1988-03-06		C	39	114 - 1055 CANADIAN PLACE	MISSISSAUGA	ON	CA	L4W0C2	
119043701RR0001	MISSISSAUGA VISUAL ARTS	Registered	1978-06-01		C	22	4170 RIVERWOOD PARK LANE	MISSISSAUGA	ON	CA	L5C2S7	
887574465RR0001	MISSISSAUGA'S RAM MANDIR	Registered	1994-01-01		C	39	270 EXPORT BLVD	MISSISSAUGA	ON	CA	L5S1Y4	
888800646RR0001	MOUNT CALVARY APOSTOLIC CHURCH OF ONTARIO	Registered	1993-12-21		C	39	250 CHURCH ST	MISSISSAUGA	ON	CA	L5M1N2	
107727893RR0001	MOUNT ZION APOSTOLIC CHURCH OF CANADA	Registered	1980-09-24		C	39	6810 PROFESSIONAL COURT	MISSISSAUGA	ON	CA	L4V1L6	
886674795RR0001	MUSLIM ASSOCIATION OF BRANTFORD	Registered	1984-01-01		C	49	2888 WINDJAMMER ROAD	MISSISSAUGA	ON	CA	L5L1S7	
880495163RR0001	MUSLIM ASSOCIATION OF CANADA	Registered	1999-01-01		C	60	2270 SPEAKMAN DRIVE	MISSISSAUGA	ON	CA	L5W1B4	
872318779RR0001	MUSLIM COMMUNITY CENTRE OF CANADA	Registered	2002-11-05		C	60	13 - 3330 RIDGEWAY DR	MISSISSAUGA	ON	CA	L5L5Z9	
839912599RR0001	National Zakat Foundation	Registered	2017-03-08		C	60	4L - 1100 CENTRAL PKY W	MISSISSAUGA	ON	CA	L5C4E5	
853495349RR0001	Navjeewan Community Church	Registered	2016-01-01		C	39	4633 CROSSCREEK COURT	MISSISSAUGA	ON	CA	L5V1G5	
739183291RR0001	Nelina's Hope	Registered	2017-01-01		A	13	6600 EDENWOOD DR	MISSISSAUGA	ON	CA	L5N3G1	
840137848RR0001	New Community Global Ministries	Registered	2012-10-17		C	39	52-6060 SNOWY OWL CRESCENT	MISSISSAUGA	ON	CA	L5N7K3	
804026094RR0001	New Leaf Faith Church	Registered	2009-12-31		C	39	19 - 3035 ARTESIAN DR	MISSISSAUGA	ON	CA	L5M7S6	
856085071RR0001	New Life Covenant Centre Inc.	Registered	1975-08-01		C	39	7050 BRAMALEA ROAD B.         UNIT 42-48	MISSISSAUGA	ON	CA	L5S1S9	
828385229RR0001	Newcomer Centre of Peel	Registered	2011-04-01		C	09	165 DUNDAS STREET WEST        SUITE 116	MISSISSAUGA	ON	CA	L5B2N6	
806512489RR0001	Next Generation Nepal (Canada)	Registered	2013-01-01		C	09	3136 CANTELON CRESCENT	MISSISSAUGA	ON	CA	L5N3J8	
807624523RR0001	North York Vietnamese Alliance Church of The Christian And Missionary Alliance in Canada	Registered	2015-09-10		C	39	114 - 1055 CANADIAN PLACE	MISSISSAUGA	ON	CA	L4W0C2	
851604959RR0001	Norton Avenue Meeting Room Inc.	Registered	2012-10-12		A	39	3052 COWIE COURT	MISSISSAUGA	ON	CA	L4T3G8	
878183706RR0001	NATIONAL CHRISTIAN BRAODCASTING CORPORATION	Registered	2004-06-25		C	47	802 - 3525 KARIYA DR	MISSISSAUGA	ON	CA	L5B0C2	
888447273RR0001	NAVY LEAGUE OF ONTARIO FOUNDATION	Registered	1994-04-05		A	23	2504 TRONDHEIM CRES	MISSISSAUGA	ON	CA	L5N1P4	
865105902RR0001	NEW ALLIANCE CHRISTIAN CHURCH OF MISSISSAUGA	Registered	2005-07-14		C	39	2438 GLENGARRY RD.	MISSISSAUGA	ON	CA	L5C1Y2	
858249071RR0001	NEW BEGINNING BAPTIST FELLOWSHIP CHURCH	Registered	2005-01-01		C	31	3439 CHERRINGTON CRESCENT	MISSISSAUGA	ON	CA	L5L5B8	
860803394RR0001	NEW COVENANT CHURCH (NCC)	Registered	2000-12-11		C	39	298 RUDAR ROAD	MISSISSAUGA	ON	CA	L5A1S3	
118860436RR0001	NEW LIFE FELLOWSHIP CHURCH	Registered	1978-03-01		C	39	C1A - 918 DUNDAS ST E	MISSISSAUGA	ON	CA	L4Y4H9	
865443956RR0001	NEW LIFE GOSPEL TEMPLE	Registered	2005-04-01		C	39	4242 VIA RUSSO COURT	MISSISSAUGA	ON	CA	L5B3P1	
854341047RR0001	NEW LIFE IN CHRIST BAPTIST CHURCH	Registered	2002-01-01		C	39	100 CITY CENTRE DRIVE         P.O.BOX 2149	MISSISSAUGA	ON	CA	L5B3C7	
130397631RR0001	NEXUS YOUTH SERVICES	Registered	1986-04-01		C	09	85 A AVENTURA COURT	MISSISSAUGA	ON	CA	L5T2Y6	
136654175RR0001	NORTH TORONTO PLAYERS	Registered	1992-08-26		C	22	1267 BRAMBLEWOOD LANE	MISSISSAUGA	ON	CA	L5H1L9	
894151935RR0001	NORTH YORK SIKH TEMPLE	Registered	1997-11-01		C	62	2-7370 BRAMALEA ROAD	MISSISSAUGA	ON	CA	L5S1N6	
864390232RR0001	Ornge	Registered	2008-01-01		C	11	5310 EXPLORER DRIVE	MISSISSAUGA	ON	CA	L4W5H8	
119277093RR0001	Ostomy Canada Society Inc.- Société Canadienne des PersonnesStomisées inc.	Registered	1987-10-01		C	11	210-5800 AMBLER DR	MISSISSAUGA	ON	CA	L4W4J4	
840163810RR0001	Ottawa Sids Society	Registered	2007-11-09		C	11	102-2600 SKYMARK AVE BLDG 10	MISSISSAUGA	ON	CA	L4W5B2	
107910259RR0123	Our Lady of the Airways Parish	Registered	1967-01-01		C	38	7411 DARCEL AVE	MISSISSAUGA	ON	CA	L4T2X5	
850360710RR0001	Outreach Zanzibar Foundation	Registered	2011-02-17		C	09	1469 TRUSCOTT DR	MISSISSAUGA	ON	CA	L5J1Z1	
119066934RR0001	OLIVET BAPTIST CHURCH	Registered	1967-01-01		C	31	601 - 50 ELM DR E	MISSISSAUGA	ON	CA	L5A3X2	
873548846RR0001	ONE BODY MINISTRIES	Registered	1997-08-08		C	39	2366 GLENGARRY RD	MISSISSAUGA	ON	CA	L5C1Y2	
119067551RR0001	ONTARIO CHRISTIAN MISSIONARY CONFERENCE	Registered	1971-04-09		C	47	3207 COLEBROOK CRT	MISSISSAUGA	ON	CA	L5N3E2	
119288918RR0840	ONTARIO CIRCUIT NO 19-A OF JEHOVAH'S WITNESSES	Registered	1992-01-01		C	61	1938 BARSUDA DR	MISSISSAUGA	ON	CA	L5J1V5	
119067981RR0001	ONTARIO KHALSA DARBAR	Registered	1973-10-31		C	62	7080 DIXIE ROAD	MISSISSAUGA	ON	CA	L5S1B7	
868395575RR0001	ONTARIO POLICE MEMORIAL FOUNDATION	Registered	2000-01-06		C	59	6730 DAVAND DRIVE             UNIT 1	MISSISSAUGA	ON	CA	L5T2K8	
800734527RR0001	ONTARIO POPS ORCHESTRA INC.	Registered	2017-07-07		C	22	1047 CALDWELL AVENUE,	MISSISSAUGA	ON	CA	L5H1Z2	
862426483RR0001	ONTARIO PROVINCIAL FEDERATION OF CHAPTERS OF THE COUNCIL FOR EXCEPTIONAL CHILDREN	Registered	2005-01-01		C	09	26-5155 SPECTRUM WAY	MISSISSAUGA	ON	CA	L4W5A1	
107800542RR0001	ONTARIO SAFETY LEAGUE	Registered	1967-01-01		C	59	212-2595 SKYMARK AVE.	MISSISSAUGA	ON	CA	L4W4L5	
857299135RR0001	ONTARIO ZOROASTRIAN COMMUNITY FOUNDATION	Registered	2002-06-13		C	39	4244 TAFFEY CRESCENT	MISSISSAUGA	ON	CA	L5L2J2	
138420567RR0001	OPTIONS MISSISSAUGA PRINT AND OFFICE SERVICES	Registered	1995-04-01		C	59	113 LAKESHORE RD W	MISSISSAUGA	ON	CA	L5H1E9	
119043685RR0001	ORCHESTRAS MISSISSAUGA	Registered	1972-10-13		C	22	LIVING ARTS CENTRE 2ND FLOOR  4141 LIVING ARTS DRIVE	MISSISSAUGA	ON	CA	L5B4B8	
875443723RR0001	ORGANIZATION FOR ISLAMIC LEARNING	Registered	2001-11-09		C	60	285 HUNTINGTON RIDGE DR	MISSISSAUGA	ON	CA	L5R1R8	
856773585RR0001	ORNGE FOUNDATION	Registered	2008-01-01		A	03	5310 EXPLORER DR	MISSISSAUGA	ON	CA	L4W5H8	
107910259RR0230	OUR LADY OF LA VANG COMMUNITY	Registered	2006-07-12		C	38	579 HARTFORDSHIRE LANE	MISSISSAUGA	ON	CA	L5B2W9	
119074136RR0001	OUR PLACE (PEEL)	Registered	1985-08-26		C	01	206 - 5170 DIXIE RD	MISSISSAUGA	ON	CA	L4W1E3	
844656165RR0001	OVERCOMERS INTERNATIONAL WORSHIP MINISTRIES INC.	Registered	2007-01-01		C	39	118 VOLTARIE CRES	MISSISSAUGA	ON	CA	L5A2A4	
107808990RR0001	OVERSEAS MISSIONARY FELLOWSHIP	Registered	1967-01-01		C	47	5155 SPECTRUM WAY - BLDG. 21	MISSISSAUGA	ON	CA	L4W5A1	
830217113RR0001	Pak Pioneers Community Organization of Canada	Registered	2016-01-22		C	09	174-1395 WILLIAMSPORT DRIVE	MISSISSAUGA	ON	CA	L4X2T4	
119288918RR1171	Park Royal Congregation of Jehovah's Witnesses, Mississauga, Ontario	Registered	2007-11-02		C	61	1381 LAKESHORE RD W	MISSISSAUGA	ON	CA	L5H4G4	
107910259RR0181	Paroisse de la Sainte-Famille	Registered	1978-01-06		C	38	1780 BOUL. MEADOWVALE	MISSISSAUGA	ON	CA	L5N7K8	
854809969RR0001	Pinball Clemons Foundation	Registered	2006-06-13		A	03	106-1599 HURONTARIO ST	MISSISSAUGA	ON	CA	L5G4S1	
803816834RR0001	Presentation Manor for Seniors	Registered	2016-06-01		C	09	100 - 6299 AIRPORT RD	MISSISSAUGA	ON	CA	L4V1N3	
838744720RR0001	Prevention of Elder Abuse and Community Education Services	Registered	2010-01-29		C	09	121 - 1454 DUNDAS ST E	MISSISSAUGA	ON	CA	L4X1L4	
883090409RR0001	Punjabi Community Health Services	Registered	2010-04-01		C	09	241 - 2980 DREW RD	MISSISSAUGA	ON	CA	L4T0A7	
107833352RR0001	PAOC MISSION LINK	Registered	1967-01-01		C	36	2450 MILLTOWER LINK	MISSISSAUGA	ON	CA	L5N5Z6	
119080836RR0001	PARK ROYAL BIBLE CHURCH	Registered	1967-01-01		C	39	2400 TRUSCOTT DRIVE	MISSISSAUGA	ON	CA	L5J2B2	
816945943RR0001	PASSION TO REACH MINISTRIES	Registered	2006-06-05		C	39	201 - 5200 DIXIE RD	MISSISSAUGA	ON	CA	L4W1E4	
119288918RR1296	PAZ CONGREGATION OF JEHOVAH'S WITNESSES	Registered	1998-01-01		C	61	2875 THOMAS ST	MISSISSAUGA	ON	CA	L5M5T7	
126806710RR0001	PEACE RANCH	Registered	1987-01-01		C	01	107 - 969 DERRY RD E	MISSISSAUGA	ON	CA	L5T2J7	
107830606RR0001	PEEL CAREER ASSESSMENT SERVICES INC.	Registered	1977-05-16		C	59	975 MEYERSIDE DR	MISSISSAUGA	ON	CA	L5T1P9	
138676796RR0001	PEEL CHESHIRE HOMES INC	Registered	1992-04-01		C	01	361 QUEEN STREET SOUTH	MISSISSAUGA	ON	CA	L5M1M3	
864521240RR0001	PEEL CHILDREN'S AID FOUNDATION	Registered	2003-04-03		A	03	6860 CENTURY AVENUE           WEST TOWER	MISSISSAUGA	ON	CA	L5N2W5	
119087807RR0001	PEEL CHILDREN'S CENTRE	Registered	1986-04-01		C	01	85 A AVENTURA COURT	MISSISSAUGA	ON	CA	L5T2Y6	
108092008RR0001	PEEL DISTRICT SCHOOL BOARD	Registered	1977-01-01		C	20	5650 HURONTARIO STREET	MISSISSAUGA	ON	CA	L5R1C6	
864434428RR0001	PEEL FOUNTAIN OF WISDOM SENIOR SERVICES	Registered	2003-03-25		C	09	74 KENNINGHALL CR.	MISSISSAUGA	ON	CA	L5N2T9	
888731791RR0001	PEEL GUYANESE ASSOCIATION FOR GUYANA HEALTH RELIEF	Registered	1996-01-01		C	11	P.O. BOX 1412                 STATION B	MISSISSAUGA	ON	CA	L4Y4B6	
118954858RR0001	PEEL HALTON DUFFERIN ACQUIRED BRAIN INJURY SERVICES	Registered	1996-04-01		C	09	176 ROBERT SPECK PKWY	MISSISSAUGA	ON	CA	L4Z3G1	
892497645RR0001	PEEL METHODIST CHURCH	Registered	1988-11-13		C	39	2743 COUNCIL RING ROAD	MISSISSAUGA	ON	CA	L5L1W5	
858183379RR0001	PEEL PARAMEDIC ASSOCIATION	Registered	2004-12-22		C	59	P.O. BOX 42069                128 QUEEN STREET SOUTH	MISSISSAUGA	ON	CA	L5M4Z0	
119087930RR0001	PEEL REGION SCIENCE FAIR	Registered	1983-03-22		C	21	P.O. BOX 98029                2126 BURNHAMTHORPE RD. WEST	MISSISSAUGA	ON	CA	L5L5V4	
138549738RR0001	PEEL SENIOR LINK	Registered	1993-02-12		C	09	50 BURNHAMTHORPE RD W         SUITE 300	MISSISSAUGA	ON	CA	L5B3C2	
888731429RR0001	PEEL-HALTON-DUFFERIN ADULT LEARNING NETWORK	Registered	1995-01-01		C	21	151 SUPERIOR BLVD             UNITS 19-23	MISSISSAUGA	ON	CA	L5T2L1	
864411061RR0001	PEI-DE CHINESE SCHOOL FOUNDATION	Registered	2002-03-28		C	20	2596 KENNA COURT	MISSISSAUGA	ON	CA	L5K2K6	
870002037RR0001	PHAP VAN VIETNAMESE BUDDHIST CULTURAL CENTRE OF ONTARIO	Registered	1998-06-22		C	35	420 TRADERS BLVD EAST	MISSISSAUGA	ON	CA	L4Z1W7	
119094175RR0001	PIOUS SOCIETY OF ST. CHARLES BORROMEO OF ONTARIO	Registered	1977-01-01		C	49	2340 HURONTARIO STREET	MISSISSAUGA	ON	CA	L5B1N1	
874244817RR0001	PLANET INDIE SOCIETY TRUST	Registered	2002-01-01		C	22	1 - 125 TRADERS BLVD E	MISSISSAUGA	ON	CA	L4Z2H3	
119087864RR0001	PLASP CHILD CARE SERVICES	Registered	1982-07-01		C	09	5 - 60 COURTNEYPARK DR W	MISSISSAUGA	ON	CA	L5W0B3	
119094662RR0001	PLAYHOUSE 66	Registered	1978-06-01		C	22	25 EAGLEWOOD BLVD	MISSISSAUGA	ON	CA	L5G1V5	
124138447RR0001	POLISH CANADIAN SOCIETY OF MUSIC-SOCIETE POLONAISE CANADIENNE DE MUSIQUE	Registered	1988-07-01		C	22	2625 MISENER CRESCENT	MISSISSAUGA	ON	CA	L5K1M9	
884863218RR0002	POLISH SCOUTING ASSOCIATION IN CANADA (ONTARIO) INC.	Registered	1979-01-01		C	56	1342 MEREDITH AVE	MISSISSAUGA	ON	CA	L5E2E7	
888835246RR0001	POLISH-CANADIAN PUBLISHING FUND	Registered	1978-03-22		C	22	PO BOX 29562                  377 BURNHAMTHORPE ROAD EAST	MISSISSAUGA	ON	CA	L5A4H2	
119288918RR0254	PORT CREDIT CONGREGATION OF JEHOVAH'S WITNESSES	Registered	1984-01-01		C	61	1381 LAKESHORE RD W	MISSISSAUGA	ON	CA	L5H4G4	
874363500RR0001	PORTICO COMMUNITY CHURCH	Registered	1983-01-01		C	36	1814 BARBERTOWN ROAD	MISSISSAUGA	ON	CA	L5M2M5	
862256096RR0001	PRAISE CATHEDRAL WORSHIP CENTRE INC.	Registered	1972-08-01		C	36	6785 MILLCREEK DRIVE	MISSISSAUGA	ON	CA	L5N5M4	
893614289RR0001	PRESBYTERY OF BRAMPTON	Registered	1967-01-01		C	37	1695 LINCOLNSHIRE BLVD	MISSISSAUGA	ON	CA	L5E2T2	
131056848RR0001	PRISON FELLOWSHIP OF CANADA / FRATERNITE DES PRISONS DU CANADA	Registered	1980-03-11		C	59	144 - 5945 AIRPORT RD	MISSISSAUGA	ON	CA	L4V1R9	
873609655RR0001	PROFESSIONAL & EDUCATIONAL SERVICES INTERNATIONAL OF CANADA	Registered	1999-01-01		C	29	5469 ELGAR COURT	MISSISSAUGA	ON	CA	L5M5C9	
850868159RR0001	Qasimul Uloom Centre Canada	Registered	2011-07-15		C	60	51 QUEEN ST N	MISSISSAUGA	ON	CA	L5N1A1	
107868200RR0001	QUEEN OF APOSTLES RENEWAL CENTRE	Registered	1967-01-01		C	38	1617 BLYTHE RD.,	MISSISSAUGA	ON	CA	L5H2C3	
832270847RR0001	Rameshwar Mandir & Cultural Sabha Inc.	Registered	2017-01-01		C	48	6731 COLUMBUS ROAD            UNIT 7 & 8	MISSISSAUGA	ON	CA	L5T2M4	
808742381RR0001	Re-start	Registered	2016-02-09		A	23	6026 SILKEN LAUMANN WAY	MISSISSAUGA	ON	CA	L5V3A3	
839789138RR0001	Recreation Youth and Young Adults Inc.	Registered	2017-01-01		C	09	PO BOX 68 RPO STREETSVILLE	MISSISSAUGA	ON	CA	L5M2B7	
801271180RR0001	Redleaf Foundation	Registered	2015-04-29		B	03	P.O.BOX 45069 PORT CREDIT	MISSISSAUGA	ON	CA	L5G1C9	
824164669RR0001	Refire Ministries	Registered	2010-02-04		C	39	3359 MASTHEAD CRESCENT	MISSISSAUGA	ON	CA	L5L1G9	
809868110RR0001	Respond Search and Rescue Ontario	Registered	2011-06-21		C	59	128 QUEEN ST S                BOX 42175	MISSISSAUGA	ON	CA	L5M1K8	
815428446RR0001	Restoring Toronto Evangelical Community	Registered	2014-01-01		C	39	217-2386 HAINES ROAD	MISSISSAUGA	ON	CA	L4Y1Y6	
802511428RR0001	Romanian Orthodox Church " Dormition of the Mother of God"	Registered	2009-05-28		C	39	31-3360 COUNCIL RING RD	MISSISSAUGA	ON	CA	L5L2E4	
826600454RR0001	Rosen Family Foundation	Registered	2010-02-10		B	05	3240 WHARTON WAY	MISSISSAUGA	ON	CA	L4X2C1	
844291104RR0001	Royal Youth For Christ International Fellowship Inc.	Registered	2013-10-03		C	49	3417 JORIE CRESCENT	MISSISSAUGA	ON	CA	L5M7G6	
119288918RR1572	Russian Congregation of Jehovah's Witnesses, Mississauga, Ontario	Registered	2012-12-07		C	61	710 - 4470 TUCANA CRT	MISSISSAUGA	ON	CA	L5R3K8	
829019074RR0001	REAL IDENTITY DISCOVERY MINISTRY	Registered	2006-01-31		C	49	29622 - 377 BURNHAMTHORPE     ROAD EAST	MISSISSAUGA	ON	CA	L5A4H2	
840619571RR0001	RED SHAWL WOMEN'S COMMUNITY ORGANIZATION	Registered	2017-10-01		C	09	251 QUEEN STREET SOUTH, 573	MISSISSAUGA	ON	CA	L5M1L7	
119113074RR0001	REDISCOVERY-CHRISTIAN EXPERIENCE TO ALLEVIATE MARRIAGE BREAKDOWN	Registered	1980-12-10		C	09	45 KINGSBRIDGE GARDEN CIR     APT 2911	MISSISSAUGA	ON	CA	L5R3K4	
890441140RR0001	REGISTERED PRACTICAL NURSES ASSOCIATION OF ONTARIO EDUCATION FUND	Registered	1990-01-31		C	21	5025 ORBITOR DRIVE BLDG 4 200	MISSISSAUGA	ON	CA	L4W4Y5	
875058828RR0001	RENEWED COMPUTER TECHNOLOGIES (ONTARIO)	Registered	1999-01-01		C	22	945 MEYERSIDE DR	MISSISSAUGA	ON	CA	L5T1P9	
889795571RR0001	RESTITUTION BETHESTA TABERNACLE	Registered	1982-01-01		C	36	3174 BARWELL ROAD	MISSISSAUGA	ON	CA	L5L4L6	
882870520RR0001	RESTORATION MINISTRIES MISSISSAUGA	Registered	2000-01-01		C	39	3461 DIXIE RD                 SUITE 402	MISSISSAUGA	ON	CA	L4Y3X4	
866055304RR0001	RESTORATION MISSIONARY FELLOWSHIP INC.	Registered	2007-01-10		C	39	2435 DELKUS CRES	MISSISSAUGA	ON	CA	L5A1K8	
860531573RR0001	RESURRECTION POWER CHRISTIAN CHURCH INTERNATIONAL	Registered	2005-08-02		C	39	689 FOUR WINDS WAY            UNIT 11	MISSISSAUGA	ON	CA	L5R4C3	
108081852RR0001	REVEALED WORD BELIEVERS ASSEMBLY	Registered	1987-01-01		C	39	215 MISSISSAUGA VAL BLVD 109	MISSISSAUGA	ON	CA	L5A1Y9	
864861687RR0001	REXALL FOUNDATION	Registered	2002-08-28		A	03	5965 COOPERS AVE.	MISSISSAUGA	ON	CA	L4Z1R9	
119288918RR0100	REXDALE CONGREGATION OF JEHOVAH'S WITNESSES TORONTO-ONTARIO	Registered	1977-01-01		C	61	7035 REXWOOD RD #9	MISSISSAUGA	ON	CA	L4T4M6	
888414844RR0001	RIGHT TO LIFE ASSOCIATION OF MISSISSAUGA AND AREA	Registered	1981-04-01		C	09	857 CRAIG CARRIER COURT	MISSISSAUGA	ON	CA	L5W1A6	
131804395RR0001	RISEN CHRIST LUTHERAN CHURCH	Registered	1967-01-01		C	32	4090 DIXIE ROAD	MISSISSAUGA	ON	CA	L4W1M4	
864021118RR0001	ROCK AND RIVER CONGREGATION	Registered	1989-01-14		C	39	4651 FULL MOONN CIRCLE	MISSISSAUGA	ON	CA	L4Z2N7	
119122992RR0001	ROMUVA INCORPORATED	Registered	1967-01-01		C	56	442 LANA TERRACE	MISSISSAUGA	ON	CA	L5A3B3	
890383946RR0001	ROTARY CLUB OF ETOBICOKE CHARITABLE TRUST	Registered	1979-01-01		A	65	1157 SPRAGG COURT	MISSISSAUGA	ON	CA	L5C2Z9	
894486422RR0001	ROTARY CLUB OF MISSISSAUGA FOUNDATION	Registered	1998-10-19		A	65	P.O. BOX 340, STATION A	MISSISSAUGA	ON	CA	L5A3A1	
119125698RR0001	ROTARY CLUB OF TORONTO HUMBER CHARITABLE TRUST	Registered	1987-07-01		A	65	135 CLANSMAN TRAIL	MISSISSAUGA	ON	CA	L4Z3G9	
891625865RR0001	ROYAL CANADIAN LEGION COOKSVILLE ONT NO 582 BRANCH POPPY TRUST FUND	Registered	1969-01-01		C	09	456 HENSALL CIRCLE	MISSISSAUGA	ON	CA	L5A1X7	
813778230RR0001	Saeronam Community Church	Registered	2014-05-15		C	39	4315 VILLAGE CENTRE CRT	MISSISSAUGA	ON	CA	L4Z1S2	
848176509RR0001	Sai Dham Canada	Registered	2013-05-07		C	48	7140 GOREWAY DRIVE	MISSISSAUGA	ON	CA	L4T2T6	
801169202RR0001	Saint Charbel Maronite Parish - Mississauga	Registered	2012-05-17		C	38	7250 WEST CREDIT AVE	MISSISSAUGA	ON	CA	L5N5N1	
815902564RR0001	Saint Nectarios Romanian Orthodox Church	Registered	2016-02-23		C	39	1840 BLOOR STREET,            UNIT 506	MISSISSAUGA	ON	CA	L4X1T2	
811726728RR0001	Salvation Ministries Canada (Home of Success)	Registered	2017-01-19		C	39	5560 KENNEDY RD	MISSISSAUGA	ON	CA	L4Z2A9	
863387429RR0001	Sampradaya Dance Academy	Registered	2010-09-02		C	22	5-3250 RIDGEWAY DR	MISSISSAUGA	ON	CA	L5L5Y6	
746004092RR0001	Samuel Centre for Social Connectedness (SCSC)	Registered	2017-09-07		C	20	2360 DIXIE ROAD	MISSISSAUGA	ON	CA	L4Y1Z7	
865937809RR0001	Scarborough Music Theatre Inc.	Registered	2008-08-01		C	22	25 EAGLEWOOD BLVD	MISSISSAUGA	ON	CA	L5G1V5	
847484508RR0001	SeekersHub Toronto	Registered	2015-10-09		C	60	16 - 5650 TOMKEN RD	MISSISSAUGA	ON	CA	L4W4P1	
746856327RR0001	Seva4Life Canada Inc.	Registered	2017-06-22		C	09	1675 ENTERPRISE RD	MISSISSAUGA	ON	CA	L4W4L4	
831030705RR0001	Sewa Charitable Foundation	Registered	2014-04-01		B	13	1 - 1332 KHALSA DRIVE	MISSISSAUGA	ON	CA	L5S0A2	
840334890RR0001	Shafiq Malik Foundation	Registered	2012-04-05		B	03	UNIT 4                        28 WESTWYN COURT	MISSISSAUGA	ON	CA	L6T4T5	
841763519RR0001	Shiloh International Church Canada	Registered	2011-01-03		C	39	1018 WESTMOUNT AVENUE	MISSISSAUGA	ON	CA	L5E1X2	
119288918RR1723	Sign Language Circuit 1A of Jehovah's Witnesses	Registered	2017-09-01		C	61	6538 OPERA GLASS CRES	MISSISSAUGA	ON	CA	L5W1S1	
819417635RR0001	Sikh Heritage Museum of Canada	Registered	2015-01-09		C	50	2980 DREW ROAD,               UNIT 125	MISSISSAUGA	ON	CA	L4T0A7	
797476694RR0001	Sikh Sangat of Canada	Registered	2016-01-18		C	62	1730 AIMCO BLVD,	MISSISSAUGA	ON	CA	L4W1V1	
819840158RR0001	Siloam World Wide Ministries	Registered	2008-08-28		C	39	767 ESPRIT CRESCENT	MISSISSAUGA	ON	CA	L5R3B7	
132410671RR0436	Society of Saint Vincent de Paul - St. Mary Star of the Sea Conference, Mississauga, ON	Registered	2003-08-29		C	39	11 PETER STREET SOUTH	MISSISSAUGA	ON	CA	L5H2G1	
132410671RR0498	Society of Saint Vincent de Paul - SS Salvador Do Mundo & Cristo Rei Conference, Mississauga, ON	Registered	2009-03-19		C	09	1212 MELTON DRIVE	MISSISSAUGA	ON	CA	L4Y1L5	
119068427RR0001	Southern Ontario Baptist Association	Registered	1986-05-17		C	39	131 - 251 QUEEN ST S	MISSISSAUGA	ON	CA	L5M1L7	
119288918RR1468	Spanish West Congregation of Jehovah's Witnesses,, Mississauga, Ontario	Registered	2008-09-11		C	61	2665 WINDWOOD DRIVE #304	MISSISSAUGA	ON	CA	L5N2P2	
836652784RR0001	Spirit of Life Deliverance Ministry	Registered	2014-07-21		C	39	334-7230 DARCEL AVENUE	MISSISSAUGA	ON	CA	L4T3T6	
810030080RR0001	Sri Sathya Sai Baba Centre of Mississauga-Central	Registered	2012-09-17		C	49	226 BRISTOL ROAD WEST	MISSISSAUGA	ON	CA	L5R2H1	
792841124RR0001	Sri Shirdi Sai Sansthan	Registered	2017-04-28		C	48	5845 WHITEHORN AVE	MISSISSAUGA	ON	CA	L5V2W6	
823015227RR0001	Sri Siva Hindu Temple of Canada	Registered	2011-01-01		C	48	596 FARWELL CRES	MISSISSAUGA	ON	CA	L5R2A8	
